Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Bukit Timah,2020,8,1,     1.4,     1.4,     1.4,     1.4,-,-,-,-,-
Bukit Timah,2020,8,2,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2020,8,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2020,8,4,     4.2,     4.0,     4.2,     4.2,-,-,-,-,-
Bukit Timah,2020,8,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2020,8,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2020,8,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2020,8,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2020,8,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2020,8,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2020,8,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2020,8,12,     1.6,     1.0,     1.2,     1.2,-,-,-,-,-
Bukit Timah,2020,8,13,    46.6,    15.8,    27.2,    42.2,-,-,-,-,-
Bukit Timah,2020,8,14,    65.4,    32.6,    52.2,    63.2,-,-,-,-,-
Bukit Timah,2020,8,15,    10.4,     9.2,    10.4,    10.4,-,-,-,-,-
Bukit Timah,2020,8,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2020,8,17,    39.4,    14.4,    23.4,    26.4,-,-,-,-,-
Bukit Timah,2020,8,18,     1.0,     0.6,     0.6,     0.6,-,-,-,-,-
Bukit Timah,2020,8,19,     1.4,     1.0,     1.4,     1.4,-,-,-,-,-
Bukit Timah,2020,8,20,     0.4,     0.2,     0.2,     0.2,-,-,-,-,-
Bukit Timah,2020,8,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2020,8,22,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Bukit Timah,2020,8,23,    11.2,     3.2,     5.0,     8.8,-,-,-,-,-
Bukit Timah,2020,8,24,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2020,8,25,     0.8,     0.4,     0.4,     0.4,-,-,-,-,-
Bukit Timah,2020,8,26,    14.8,    13.8,    14.8,    14.8,-,-,-,-,-
Bukit Timah,2020,8,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2020,8,28,     1.2,     1.2,     1.2,     1.2,-,-,-,-,-
Bukit Timah,2020,8,29,    13.4,    10.6,    10.8,    11.4,-,-,-,-,-
Bukit Timah,2020,8,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2020,8,31,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
