Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Bukit Timah,2021,3,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,3,2,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,3,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,3,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,3,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,3,6,     3.2,     1.8,     2.0,     3.2,-,-,-,-,-
Bukit Timah,2021,3,7,    29.4,    16.6,    19.6,    23.6,-,-,-,-,-
Bukit Timah,2021,3,8,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Bukit Timah,2021,3,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,3,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,3,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,3,12,    34.8,    32.0,    34.8,    34.8,-,-,-,-,-
Bukit Timah,2021,3,13,     1.2,     1.0,     1.2,     1.2,-,-,-,-,-
Bukit Timah,2021,3,14,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Bukit Timah,2021,3,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,3,16,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Bukit Timah,2021,3,17,    14.6,     9.0,     9.4,     9.6,-,-,-,-,-
Bukit Timah,2021,3,18,    26.8,    14.2,    26.6,    26.6,-,-,-,-,-
Bukit Timah,2021,3,19,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Bukit Timah,2021,3,20,     2.6,     2.4,     2.4,     2.4,-,-,-,-,-
Bukit Timah,2021,3,21,    11.8,     9.8,    10.6,    11.0,-,-,-,-,-
Bukit Timah,2021,3,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,3,23,    28.8,    16.4,    20.2,    27.0,-,-,-,-,-
Bukit Timah,2021,3,24,    57.4,    22.2,    31.2,    31.4,-,-,-,-,-
Bukit Timah,2021,3,25,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Bukit Timah,2021,3,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,3,27,     3.8,     1.8,     2.0,     3.4,-,-,-,-,-
Bukit Timah,2021,3,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,3,29,    55.4,    21.6,    29.6,    39.2,-,-,-,-,-
Bukit Timah,2021,3,30,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Bukit Timah,2021,3,31,    53.0,    24.4,    43.4,    51.2,-,-,-,-,-
