Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Bukit Timah,2021,1,1,    73.0,     8.8,    15.4,    25.0,-,-,-,-,-
Bukit Timah,2021,1,2,   113.6,    13.4,    18.2,    30.0,-,-,-,-,-
Bukit Timah,2021,1,3,     3.0,     0.6,     1.0,     1.6,-,-,-,-,-
Bukit Timah,2021,1,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,6,     3.2,     3.2,     3.2,     3.2,-,-,-,-,-
Bukit Timah,2021,1,7,     2.8,     2.4,     2.4,     2.4,-,-,-,-,-
Bukit Timah,2021,1,8,     5.4,     3.2,     4.2,     5.2,-,-,-,-,-
Bukit Timah,2021,1,9,    43.8,    19.8,    30.8,    33.2,-,-,-,-,-
Bukit Timah,2021,1,10,    96.2,    13.2,    20.4,    26.2,-,-,-,-,-
Bukit Timah,2021,1,11,     2.4,     1.2,     1.2,     3.0,-,-,-,-,-
Bukit Timah,2021,1,12,    14.0,     3.6,     3.6,     5.0,-,-,-,-,-
Bukit Timah,2021,1,13,     0.8,     0.4,     0.6,     0.6,-,-,-,-,-
Bukit Timah,2021,1,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,21,    10.6,     5.8,     8.4,    10.4,-,-,-,-,-
Bukit Timah,2021,1,22,    20.8,    16.2,    19.0,    20.8,-,-,-,-,-
Bukit Timah,2021,1,23,    20.4,    17.8,    19.4,    20.0,-,-,-,-,-
Bukit Timah,2021,1,24,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,28,    11.8,    10.2,    10.4,    10.6,-,-,-,-,-
Bukit Timah,2021,1,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Bukit Timah,2021,1,31,     2.4,     1.2,     1.2,     2.0,-,-,-,-,-
